split,index,image_id
train,212,ISIC_0028514
train,213,ISIC_0029975
train,214,ISIC_0030018
train,215,ISIC_0034181
train,216,ISIC_0026153
train,217,ISIC_0030061
train,218,ISIC_0026401
train,219,ISIC_0031719
train,220,ISIC_0026771
train,221,ISIC_0028765
train,222,ISIC_0028818
train,223,ISIC_0029402
train,224,ISIC_0034113
train,225,ISIC_0025056
train,226,ISIC_0027824
train,227,ISIC_0029553
train,228,ISIC_0026462
train,229,ISIC_0025138
train,230,ISIC_0030040
train,231,ISIC_0033206
train,232,ISIC_0028136
train,233,ISIC_0025374
train,234,ISIC_0026001
train,235,ISIC_0028600
train,236,ISIC_0029240
train,237,ISIC_0026570
train,238,ISIC_0028810
train,239,ISIC_0032882
train,240,ISIC_0031386
train,241,ISIC_0030629
train,242,ISIC_0029626
train,243,ISIC_0026057
train,244,ISIC_0025142
train,245,ISIC_0029308
train,246,ISIC_0025433
train,247,ISIC_0033648
train,248,ISIC_0026576
train,249,ISIC_0032092
train,250,ISIC_0027864
train,251,ISIC_0031145
train,252,ISIC_0032880
train,253,ISIC_0026658
train,254,ISIC_0025899
train,255,ISIC_0027550
train,256,ISIC_0026823
train,257,ISIC_0025522
train,258,ISIC_0026932
train,259,ISIC_0034078
train,260,ISIC_0030867
train,261,ISIC_0029547
train,262,ISIC_0028694
train,263,ISIC_0034108
train,264,ISIC_0028684
train,265,ISIC_0032269
train,266,ISIC_0029692
train,267,ISIC_0028639
train,268,ISIC_0029740
train,269,ISIC_0027956
train,270,ISIC_0029783
train,271,ISIC_0031639
train,272,ISIC_0029090
train,273,ISIC_0032952
train,274,ISIC_0034105
train,275,ISIC_0031263
train,276,ISIC_0029530
train,277,ISIC_0028308
train,278,ISIC_0025701
train,279,ISIC_0032415
train,280,ISIC_0027441
train,281,ISIC_0028961
train,282,ISIC_0029188
train,283,ISIC_0028862
train,284,ISIC_0026562
train,285,ISIC_0031994
train,286,ISIC_0024538
train,287,ISIC_0027540
train,288,ISIC_0025766
train,289,ISIC_0027935
train,290,ISIC_0026757
train,291,ISIC_0033067
train,292,ISIC_0033247
train,293,ISIC_0029157
train,294,ISIC_0025546
train,295,ISIC_0031071
train,296,ISIC_0025238
train,297,ISIC_0032334
train,298,ISIC_0031545
train,299,ISIC_0032526
train,300,ISIC_0024307
train,301,ISIC_0028879
train,302,ISIC_0030821
train,303,ISIC_0026761
train,304,ISIC_0028475
train,305,ISIC_0030949
train,306,ISIC_0029685
train,307,ISIC_0032614
train,308,ISIC_0028387
train,309,ISIC_0026015
train,310,ISIC_0030191
train,311,ISIC_0028884
train,312,ISIC_0028009
train,313,ISIC_0029629
train,314,ISIC_0026659
train,315,ISIC_0027184
train,316,ISIC_0025244
train,317,ISIC_0031547
train,318,ISIC_0033664
train,319,ISIC_0032174
train,320,ISIC_0030794
train,321,ISIC_0030861
train,322,ISIC_0033591
train,323,ISIC_0029079
train,324,ISIC_0030296
train,325,ISIC_0030585
train,326,ISIC_0028396
train,327,ISIC_0030961
train,328,ISIC_0027476
train,329,ISIC_0027997
train,330,ISIC_0032138
train,331,ISIC_0028029
train,332,ISIC_0028501
train,333,ISIC_0025637
train,334,ISIC_0030870
train,335,ISIC_0031890
train,336,ISIC_0024511
train,337,ISIC_0029594
train,338,ISIC_0030323
train,339,ISIC_0028351
train,340,ISIC_0032172
train,341,ISIC_0027783
train,342,ISIC_0030855
train,343,ISIC_0030916
train,344,ISIC_0033096
train,345,ISIC_0028505
train,346,ISIC_0026553
train,347,ISIC_0024536
train,348,ISIC_0030418
train,349,ISIC_0028613
train,350,ISIC_0030448
train,351,ISIC_0032372
train,352,ISIC_0029757
train,353,ISIC_0025993
train,354,ISIC_0032805
train,355,ISIC_0030669
train,356,ISIC_0026450
train,357,ISIC_0030953
train,358,ISIC_0025726
train,359,ISIC_0026039
train,360,ISIC_0033461
train,361,ISIC_0030447
train,362,ISIC_0031453
train,363,ISIC_0029690
train,364,ISIC_0033358
train,365,ISIC_0027526
train,366,ISIC_0026264
train,367,ISIC_0032139
train,368,ISIC_0031891
train,369,ISIC_0026943
train,370,ISIC_0027187
train,371,ISIC_0033043
train,372,ISIC_0030787
train,373,ISIC_0031127
train,374,ISIC_0031433
train,375,ISIC_0032348
train,376,ISIC_0029667
train,377,ISIC_0024405
train,378,ISIC_0029726
train,379,ISIC_0033300
train,380,ISIC_0031107
train,381,ISIC_0025085
train,382,ISIC_0031586
train,383,ISIC_0030553
train,384,ISIC_0028977
train,385,ISIC_0028070
train,386,ISIC_0028215
train,387,ISIC_0025971
train,388,ISIC_0028943
train,389,ISIC_0029669
train,390,ISIC_0024981
train,391,ISIC_0024332
train,392,ISIC_0027241
train,393,ISIC_0029351
train,394,ISIC_0031592
train,395,ISIC_0025845
train,396,ISIC_0026749
train,397,ISIC_0029310
train,398,ISIC_0031211
train,399,ISIC_0032301
train,400,ISIC_0026412
train,401,ISIC_0024579
train,402,ISIC_0029196
train,403,ISIC_0032367
train,404,ISIC_0030148
train,405,ISIC_0034117
train,406,ISIC_0032479
train,407,ISIC_0032409
train,408,ISIC_0032433
train,409,ISIC_0028327
train,410,ISIC_0031568
train,411,ISIC_0033599
train,412,ISIC_0029367
train,413,ISIC_0029903
train,414,ISIC_0030445
train,415,ISIC_0026693
train,416,ISIC_0026307
train,417,ISIC_0032458
train,418,ISIC_0030390
train,419,ISIC_0026002
train,420,ISIC_0029775
train,421,ISIC_0029887
train,422,ISIC_0024314
train,423,ISIC_0025065
train,424,ISIC_0030393
train,425,ISIC_0031089
train,426,ISIC_0025467
train,427,ISIC_0031313
train,428,ISIC_0029235
train,429,ISIC_0028254
train,430,ISIC_0025168
train,431,ISIC_0025814
train,432,ISIC_0026873
train,433,ISIC_0026518
train,434,ISIC_0024731
train,435,ISIC_0027208
train,436,ISIC_0025313
train,437,ISIC_0033785
train,438,ISIC_0032120
train,439,ISIC_0028720
train,440,ISIC_0026247
train,441,ISIC_0025332
train,442,ISIC_0030809
train,443,ISIC_0030438
train,444,ISIC_0030417
train,445,ISIC_0030674
train,446,ISIC_0033251
train,447,ISIC_0026053
train,448,ISIC_0027048
train,449,ISIC_0033419
train,450,ISIC_0026527
train,451,ISIC_0032579
train,452,ISIC_0025355
train,453,ISIC_0028825
train,454,ISIC_0032345
train,455,ISIC_0028606
train,456,ISIC_0031233
train,457,ISIC_0030621
train,458,ISIC_0024865
train,459,ISIC_0033816
train,460,ISIC_0029443
train,461,ISIC_0032959
train,462,ISIC_0032574
train,463,ISIC_0024790
train,464,ISIC_0026664
train,465,ISIC_0032414
train,466,ISIC_0030126
train,467,ISIC_0028049
train,468,ISIC_0033612
train,469,ISIC_0029829
train,470,ISIC_0027101
train,471,ISIC_0030672
train,472,ISIC_0027768
train,473,ISIC_0027944
train,474,ISIC_0024781
train,475,ISIC_0033004
train,476,ISIC_0025847
train,477,ISIC_0034314
train,478,ISIC_0026435
train,479,ISIC_0028044
train,480,ISIC_0028487
train,481,ISIC_0033060
train,482,ISIC_0029047
train,483,ISIC_0032762
train,484,ISIC_0034300
train,485,ISIC_0031221
train,486,ISIC_0034017
train,487,ISIC_0027681
train,488,ISIC_0032567
train,489,ISIC_0024310
train,490,ISIC_0030750
train,491,ISIC_0027695
train,492,ISIC_0028663
train,493,ISIC_0031194
train,494,ISIC_0032261
train,495,ISIC_0032529
train,496,ISIC_0028786
train,497,ISIC_0030299
train,498,ISIC_0030680
train,499,ISIC_0025072
train,500,ISIC_0025041
train,501,ISIC_0032985
train,502,ISIC_0026587
train,503,ISIC_0026172
train,504,ISIC_0025905
train,505,ISIC_0029673
train,506,ISIC_0032360
train,507,ISIC_0032041
train,508,ISIC_0034027
train,509,ISIC_0029510
train,510,ISIC_0033624
train,511,ISIC_0027098
train,512,ISIC_0030501
train,513,ISIC_0024844
train,514,ISIC_0031777
train,515,ISIC_0027232
train,516,ISIC_0032456
train,517,ISIC_0029672
train,518,ISIC_0029193
train,519,ISIC_0026123
train,520,ISIC_0032695
train,521,ISIC_0026126
train,522,ISIC_0030838
train,523,ISIC_0025158
train,524,ISIC_0026598
train,525,ISIC_0026862
train,526,ISIC_0027847
train,527,ISIC_0027622
train,528,ISIC_0028422
train,529,ISIC_0025882
train,530,ISIC_0027545
train,531,ISIC_0030800
train,532,ISIC_0033512
train,533,ISIC_0025309
train,534,ISIC_0031463
train,535,ISIC_0029091
train,536,ISIC_0030705
train,537,ISIC_0030065
train,538,ISIC_0025551
train,539,ISIC_0030992
train,540,ISIC_0029290
train,541,ISIC_0026344
train,542,ISIC_0029989
train,543,ISIC_0029990
train,544,ISIC_0026921
train,545,ISIC_0028473
train,546,ISIC_0033386
train,547,ISIC_0033803
train,548,ISIC_0026197
train,549,ISIC_0024951
train,550,ISIC_0027270
train,551,ISIC_0030382
train,552,ISIC_0027352
train,553,ISIC_0025500
train,554,ISIC_0027397
train,555,ISIC_0027724
train,556,ISIC_0028470
train,557,ISIC_0025989
train,558,ISIC_0033880
train,559,ISIC_0027760
train,560,ISIC_0029963
train,561,ISIC_0029294
train,562,ISIC_0025978
train,563,ISIC_0028242
train,564,ISIC_0025340
train,565,ISIC_0028691
train,566,ISIC_0029622
train,567,ISIC_0027686
train,568,ISIC_0025852
train,569,ISIC_0026989
train,570,ISIC_0029858
train,571,ISIC_0025190
train,572,ISIC_0033236
train,573,ISIC_0029738
train,574,ISIC_0025010
train,575,ISIC_0028522
train,576,ISIC_0029819
train,577,ISIC_0029734
train,578,ISIC_0034318
train,579,ISIC_0024554
train,580,ISIC_0028147
train,581,ISIC_0026244
train,582,ISIC_0028984
train,583,ISIC_0031876
train,584,ISIC_0031357
train,585,ISIC_0033432
train,586,ISIC_0033759
train,587,ISIC_0025263
train,588,ISIC_0028235
train,589,ISIC_0028379
train,590,ISIC_0034153
train,591,ISIC_0029727
train,592,ISIC_0033056
train,593,ISIC_0026632
train,594,ISIC_0030661
train,595,ISIC_0028333
train,596,ISIC_0025537
train,597,ISIC_0032527
train,598,ISIC_0027773
train,599,ISIC_0034168
train,600,ISIC_0030158
train,601,ISIC_0025465
train,602,ISIC_0025515
train,603,ISIC_0028357
train,604,ISIC_0033362
train,605,ISIC_0029018
train,606,ISIC_0031333
train,607,ISIC_0030386
train,608,ISIC_0031013
train,609,ISIC_0030294
train,610,ISIC_0032122
train,611,ISIC_0029246
train,612,ISIC_0030636
train,613,ISIC_0028777
train,614,ISIC_0031218
train,615,ISIC_0029348
train,616,ISIC_0031550
train,617,ISIC_0030154
train,618,ISIC_0032655
train,619,ISIC_0029600
train,620,ISIC_0030239
train,621,ISIC_0026831
train,622,ISIC_0032160
train,623,ISIC_0025082
train,624,ISIC_0029065
train,625,ISIC_0030363
train,626,ISIC_0031968
train,627,ISIC_0030503
train,628,ISIC_0032849
train,629,ISIC_0026992
train,630,ISIC_0027470
train,631,ISIC_0029201
train,632,ISIC_0024570
train,633,ISIC_0024764
train,634,ISIC_0024869
train,635,ISIC_0030333
train,636,ISIC_0030978
train,637,ISIC_0026512
train,638,ISIC_0029733
train,639,ISIC_0026440
train,640,ISIC_0031537
train,641,ISIC_0033585
train,642,ISIC_0026940
train,643,ISIC_0032643
train,644,ISIC_0024412
train,645,ISIC_0025530
train,646,ISIC_0033516
train,647,ISIC_0029056
train,648,ISIC_0025598
train,649,ISIC_0028158
train,650,ISIC_0027772
train,651,ISIC_0030450
train,652,ISIC_0024910
train,653,ISIC_0026879
train,654,ISIC_0026687
train,655,ISIC_0029404
train,656,ISIC_0028917
train,657,ISIC_0032956
train,658,ISIC_0025683
train,659,ISIC_0024952
train,660,ISIC_0030554
train,661,ISIC_0031430
train,662,ISIC_0030766
train,663,ISIC_0031591
train,664,ISIC_0032180
train,665,ISIC_0032410
train,666,ISIC_0032735
train,667,ISIC_0032144
train,668,ISIC_0033254
train,669,ISIC_0031092
train,670,ISIC_0032589
train,671,ISIC_0025127
train,672,ISIC_0029350
train,673,ISIC_0029840
train,674,ISIC_0029524
train,675,ISIC_0031832
train,676,ISIC_0033954
train,677,ISIC_0033517
train,678,ISIC_0029506
train,679,ISIC_0024519
train,680,ISIC_0033524
train,681,ISIC_0025299
train,682,ISIC_0032922
train,683,ISIC_0028611
train,684,ISIC_0029094
train,685,ISIC_0032750
train,686,ISIC_0031517
train,687,ISIC_0024692
train,688,ISIC_0032573
train,689,ISIC_0025773
train,690,ISIC_0030708
train,691,ISIC_0031861
train,692,ISIC_0026179
train,693,ISIC_0031560
train,694,ISIC_0027078
train,695,ISIC_0026045
train,696,ISIC_0024747
train,697,ISIC_0033758
train,698,ISIC_0026202
train,699,ISIC_0028835
train,700,ISIC_0033825
train,701,ISIC_0028973
train,702,ISIC_0034265
train,703,ISIC_0029923
train,704,ISIC_0026950
train,705,ISIC_0025371
train,706,ISIC_0024649
train,707,ISIC_0032241
train,708,ISIC_0032103
train,709,ISIC_0029145
train,710,ISIC_0031037
train,711,ISIC_0033058
train,712,ISIC_0024574
train,713,ISIC_0032159
train,714,ISIC_0027091
train,715,ISIC_0032411
train,716,ISIC_0026519
train,717,ISIC_0029153
train,718,ISIC_0025432
train,719,ISIC_0026249
train,720,ISIC_0026040
train,721,ISIC_0024617
train,722,ISIC_0027914
train,723,ISIC_0032029
train,724,ISIC_0031153
train,725,ISIC_0026047
train,726,ISIC_0033317
train,727,ISIC_0027343
train,728,ISIC_0025781
train,729,ISIC_0030941
train,730,ISIC_0025846
train,731,ISIC_0028572
train,732,ISIC_0029674
train,733,ISIC_0024338
train,734,ISIC_0030259
train,735,ISIC_0029628
train,736,ISIC_0032338
train,737,ISIC_0026563
train,738,ISIC_0024966
train,739,ISIC_0026915
train,740,ISIC_0025779
train,741,ISIC_0025820
train,742,ISIC_0027853
train,743,ISIC_0031421
train,744,ISIC_0028666
train,745,ISIC_0024421
train,746,ISIC_0034110
train,747,ISIC_0028568
train,748,ISIC_0028429
train,749,ISIC_0026357
train,750,ISIC_0028928
train,751,ISIC_0025765
train,752,ISIC_0029373
train,753,ISIC_0031645
train,754,ISIC_0030213
train,755,ISIC_0031285
train,756,ISIC_0032323
train,757,ISIC_0026389
train,758,ISIC_0028211
train,759,ISIC_0031635
train,760,ISIC_0026103
train,761,ISIC_0026966
train,762,ISIC_0025834
train,763,ISIC_0031372
train,764,ISIC_0025286
train,765,ISIC_0025870
train,766,ISIC_0031174
train,767,ISIC_0033051
train,768,ISIC_0031155
train,769,ISIC_0026452
train,770,ISIC_0024315
train,771,ISIC_0030324
train,772,ISIC_0029439
train,773,ISIC_0024437
train,774,ISIC_0030924
train,775,ISIC_0029259
train,776,ISIC_0033413
train,777,ISIC_0029479
train,778,ISIC_0033025
train,779,ISIC_0030258
train,780,ISIC_0033220
train,781,ISIC_0029314
train,782,ISIC_0026807
train,783,ISIC_0033550
train,784,ISIC_0030991
train,785,ISIC_0024911
train,786,ISIC_0026335
train,787,ISIC_0033174
train,788,ISIC_0030495
train,789,ISIC_0032390
train,790,ISIC_0033668
train,791,ISIC_0029393
train,792,ISIC_0033890
train,793,ISIC_0028072
train,794,ISIC_0026436
train,795,ISIC_0033388
train,796,ISIC_0031544
train,797,ISIC_0024517
train,798,ISIC_0024505
train,799,ISIC_0029138
train,800,ISIC_0028015
train,801,ISIC_0031621
train,802,ISIC_0030865
train,803,ISIC_0029265
train,804,ISIC_0025869
train,805,ISIC_0033831
train,806,ISIC_0032274
train,807,ISIC_0027217
train,808,ISIC_0027042
train,809,ISIC_0033813
train,810,ISIC_0027438
train,811,ISIC_0034198
train,812,ISIC_0032163
train,813,ISIC_0028531
train,814,ISIC_0031374
train,815,ISIC_0026350
train,816,ISIC_0033038
train,817,ISIC_0033741
train,818,ISIC_0030114
train,819,ISIC_0025290
train,820,ISIC_0028904
train,821,ISIC_0027005
train,822,ISIC_0029993
train,823,ISIC_0032151
train,824,ISIC_0024676
train,825,ISIC_0024597
train,826,ISIC_0032741
train,827,ISIC_0034005
train,828,ISIC_0025184
train,829,ISIC_0033967
train,830,ISIC_0026086
train,831,ISIC_0027911
train,832,ISIC_0025976
train,833,ISIC_0030558
train,834,ISIC_0031580
train,835,ISIC_0032214
train,836,ISIC_0032937
train,837,ISIC_0028331
train,838,ISIC_0025945
train,839,ISIC_0026588
train,840,ISIC_0025222
train,841,ISIC_0028643
train,842,ISIC_0025628
train,843,ISIC_0031764
train,844,ISIC_0031648
train,845,ISIC_0025924
train,846,ISIC_0029127
train,847,ISIC_0024798
train,848,ISIC_0026868
train,849,ISIC_0033055
train,850,ISIC_0027381
train,851,ISIC_0028157
train,852,ISIC_0028412
train,853,ISIC_0033905
train,854,ISIC_0033273
train,855,ISIC_0024342
train,856,ISIC_0026192
train,857,ISIC_0029825
train,858,ISIC_0028171
train,859,ISIC_0032388
train,860,ISIC_0032644
train,861,ISIC_0028866
train,862,ISIC_0032116
train,863,ISIC_0034278
train,864,ISIC_0027482
train,865,ISIC_0033705
train,866,ISIC_0025623
train,867,ISIC_0026069
train,868,ISIC_0032385
train,869,ISIC_0030049
train,870,ISIC_0026806
train,871,ISIC_0032604
train,872,ISIC_0026538
train,873,ISIC_0027396
train,874,ISIC_0030161
train,875,ISIC_0033988
train,876,ISIC_0027530
train,877,ISIC_0025722
train,878,ISIC_0034167
train,879,ISIC_0026456
train,880,ISIC_0031720
train,881,ISIC_0030453
train,882,ISIC_0029598
train,883,ISIC_0031959
train,884,ISIC_0026502
train,885,ISIC_0029595
train,886,ISIC_0024501
train,887,ISIC_0027571
train,888,ISIC_0032552
train,889,ISIC_0033167
train,890,ISIC_0024593
train,891,ISIC_0033112
train,892,ISIC_0030934
train,893,ISIC_0030255
train,894,ISIC_0024872
train,895,ISIC_0032324
train,896,ISIC_0030959
train,897,ISIC_0031156
train,898,ISIC_0034033
train,899,ISIC_0026118
train,900,ISIC_0034022
train,901,ISIC_0033260
train,902,ISIC_0029444
train,903,ISIC_0032236
train,904,ISIC_0027393
train,905,ISIC_0027363
train,906,ISIC_0026120
train,907,ISIC_0033123
train,908,ISIC_0028821
train,909,ISIC_0025949
train,910,ISIC_0030263
train,911,ISIC_0028274
train,912,ISIC_0029539
train,913,ISIC_0033399
train,914,ISIC_0033088
train,915,ISIC_0032378
train,916,ISIC_0027846
train,917,ISIC_0030273
train,918,ISIC_0025677
train,919,ISIC_0031066
train,920,ISIC_0031093
train,921,ISIC_0033568
train,922,ISIC_0025577
train,923,ISIC_0031367
train,924,ISIC_0026480
train,925,ISIC_0033925
train,926,ISIC_0029180
train,927,ISIC_0032015
train,928,ISIC_0025342
train,929,ISIC_0026842
train,930,ISIC_0031328
train,931,ISIC_0025361
train,932,ISIC_0027829
train,933,ISIC_0030183
train,934,ISIC_0028790
train,935,ISIC_0030818
train,936,ISIC_0027863
train,937,ISIC_0030194
train,938,ISIC_0027054
train,939,ISIC_0033465
train,940,ISIC_0025943
train,941,ISIC_0034267
train,942,ISIC_0024956
train,943,ISIC_0029611
train,944,ISIC_0031164
train,945,ISIC_0027983
train,946,ISIC_0032599
train,947,ISIC_0027499
train,948,ISIC_0028778
train,949,ISIC_0025417
train,950,ISIC_0030538
train,951,ISIC_0025663
train,952,ISIC_0029548
train,953,ISIC_0025129
train,954,ISIC_0024847
train,955,ISIC_0030903
train,956,ISIC_0027163
train,957,ISIC_0032481
train,958,ISIC_0025204
train,959,ISIC_0026283
train,960,ISIC_0031805
train,961,ISIC_0032477
train,962,ISIC_0034144
train,963,ISIC_0025988
train,964,ISIC_0028858
train,965,ISIC_0034041
train,966,ISIC_0025337
train,967,ISIC_0033662
train,968,ISIC_0032778
train,969,ISIC_0033486
train,970,ISIC_0028543
train,971,ISIC_0033503
train,972,ISIC_0026134
train,973,ISIC_0034127
train,974,ISIC_0031020
train,975,ISIC_0026983
train,976,ISIC_0028380
train,977,ISIC_0024889
train,978,ISIC_0032264
train,979,ISIC_0026619
train,980,ISIC_0025750
train,981,ISIC_0024883
train,982,ISIC_0027959
train,983,ISIC_0030251
train,984,ISIC_0032830
train,985,ISIC_0026428
train,986,ISIC_0029782
train,987,ISIC_0025593
train,988,ISIC_0034205
train,989,ISIC_0027290
train,990,ISIC_0028153
train,991,ISIC_0027764
train,992,ISIC_0030052
train,993,ISIC_0026288
train,994,ISIC_0032941
train,995,ISIC_0025449
train,996,ISIC_0025856
train,997,ISIC_0032982
train,998,ISIC_0026042
train,999,ISIC_0033116
train,1000,ISIC_0028665
train,1001,ISIC_0025516
train,1002,ISIC_0030211
train,1003,ISIC_0030858
train,1004,ISIC_0033272
train,1005,ISIC_0031417
train,1006,ISIC_0030793
train,1007,ISIC_0030853
train,1008,ISIC_0025108
train,1009,ISIC_0030936
train,1010,ISIC_0027636
train,1011,ISIC_0034010
train,1012,ISIC_0032888
train,1013,ISIC_0030142
train,1014,ISIC_0025360
train,1015,ISIC_0029718
train,1016,ISIC_0027653
train,1017,ISIC_0029784
train,1018,ISIC_0026111
train,1019,ISIC_0027094
train,1020,ISIC_0027886
train,1021,ISIC_0025097
train,1022,ISIC_0031674
train,1023,ISIC_0025742
train,1024,ISIC_0027802
train,1025,ISIC_0028685
train,1026,ISIC_0029284
train,1027,ISIC_0031858
train,1028,ISIC_0033805
train,1029,ISIC_0032853
train,1030,ISIC_0032320
train,1031,ISIC_0029126
train,1032,ISIC_0032511
train,1033,ISIC_0033561
train,1034,ISIC_0029202
train,1035,ISIC_0025952
train,1036,ISIC_0028578
train,1037,ISIC_0032128
train,1038,ISIC_0030166
train,1039,ISIC_0026105
train,1040,ISIC_0026773
train,1041,ISIC_0031947
train,1042,ISIC_0032925
train,1043,ISIC_0030231
train,1044,ISIC_0032452
train,1045,ISIC_0033379
train,1046,ISIC_0024646
train,1047,ISIC_0032373
train,1048,ISIC_0034098
train,1049,ISIC_0031056
train,1050,ISIC_0026987
train,1051,ISIC_0028519
train,1052,ISIC_0034220
train,1053,ISIC_0031394
train,1054,ISIC_0029868
train,1055,ISIC_0028109
train,1056,ISIC_0031939
train,1057,ISIC_0030277
train,1058,ISIC_0030200
train,1059,ISIC_0027062
train,1060,ISIC_0030834
train,1061,ISIC_0027731
train,1062,ISIC_0029909
train,1063,ISIC_0031656
train,1064,ISIC_0025391
train,1065,ISIC_0028788
train,1066,ISIC_0032966
train,1067,ISIC_0029982
train,1068,ISIC_0026193
train,1069,ISIC_0026995
