Name,Tags,Server end time,File name,Duration,User Name,best_val_loss,train_loss,val_acc,Validation Loss,n_epochs,train_acc,best_val_acc,holdout_set,data_list_file,overall_test_acc,FST_1_test_acc,FST_2_test_acc,FST_3_test_acc,FST_4_test_acc,FST_5_test_acc,FST_6_test_acc,dev_mode,seed,optimizer,base_lr
200_Adam_0.0001_a34_seed_8888,,1711293098801,hparamsearch_train.py,1504,kabhishe,3.4639081271953227,1.4144374241575526,0.2652519941329956,3.4802506924940357,200,0.6080917716026306,0.29177719354629517,a34,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.16978309648466716,0.14622641509433962,0.16238805970149253,,,0.2546728971962617,0.17548746518105848,full,8888,Adam,0.0001
200_Adam_0.0001_a34_seed_8887,,1711291590709,hparamsearch_train.py,1506,kabhishe,3.426883660829984,1.4210593493088433,0.28116708993911743,3.4399244405862826,200,0.6111111044883728,0.2997347414493561,a34,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.17801047120418848,0.15471698113207547,0.1698507462686567,,,0.26401869158878505,0.18662952646239556,full,8887,Adam,0.0001
200_Adam_0.0001_a12_seed_8889,,1711290080874,hparamsearch_train.py,1986,kabhishe,3.526152147872619,1.8628752933459336,0.18864774703979492,3.6294563592773845,200,0.4904494285583496,0.21202002465724945,a12,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.1453569298071187,,,0.1737905119774542,0.13562386980108498,0.11657142857142858,0.09289617486338798,full,8889,Adam,0.0001
200_Adam_0.0001_a12_seed_8888,,1711288090598,hparamsearch_train.py,1970,kabhishe,3.5612916970292794,1.865211365374733,0.19532553851604462,3.614244512007113,200,0.48895132541656494,0.21702837944030762,a12,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.1437661562934977,,,0.17613903240958195,0.12778782399035563,0.12,0.08469945355191257,full,8888,Adam,0.0001
200_Adam_0.0001_a12_seed_8887,,1711286115322,hparamsearch_train.py,1981,kabhishe,3.559900545317661,1.853109101856246,0.20367278158664703,3.6298160970907576,200,0.4988764226436615,0.21702837944030762,a12,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.14177768940147145,,,0.1700328792860498,0.12658227848101267,0.12571428571428572,0.08469945355191257,full,8887,Adam,0.0001
200_Adam_0.0001_random_holdout_seed_8889,,1711284128248,hparamsearch_train.py,2712,kabhishe,3.324484604298807,2.012795435029511,0.23880597949028015,3.355832841335628,200,0.4683385491371155,0.2502194941043854,random_holdout,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.24035087719298245,0.21052631578947367,0.21109607577807848,0.2302325581395349,0.29775280898876405,0.32919254658385094,0.24675324675324675,full,8889,Adam,0.0001
200_Adam_0.0001_random_holdout_seed_8888,,1711281410995,hparamsearch_train.py,2713,kabhishe,3.3152591700717164,2.010279197573288,0.2510974705219269,3.354128898498361,200,0.4635736644268036,0.2510974705219269,random_holdout,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.23640350877192984,0.21929824561403508,0.20433017591339647,0.23488372093023255,0.28370786516853935,0.3105590062111801,0.2597402597402597,full,8888,Adam,0.0001
200_Adam_0.0001_random_holdout_seed_8887,,1711278693294,hparamsearch_train.py,2712,kabhishe,3.3354701332296584,1.9969888980112105,0.2528533935546875,3.342663698388988,200,0.4688401222229004,0.26602283120155334,random_holdout,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.24473684210526317,0.22149122807017543,0.2165087956698241,0.24651162790697675,0.2752808988764045,0.32298136645962733,0.2727272727272727,full,8887,Adam,0.0001
200_Adam_0.0001_expert_select_seed_8889,,1711275975127,hparamsearch_train.py,3168,kabhishe,3.2517668288983437,2.107530621553273,0.24664880335330963,3.2993533136164963,200,0.4460238516330719,0.25737264752388,expert_select,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.04186046511627907,0.02631578947368421,0.07547169811320754,0.0,0.075,0.0,0.045454545454545456,full,8889,Adam,0.0001
200_Adam_0.0001_expert_select_seed_8888,,1711272803131,hparamsearch_train.py,3162,kabhishe,3.2556992171596906,2.107873411159629,0.2546916902065277,3.2706360825478127,200,0.45069584250450134,0.2609472870826721,expert_select,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.04186046511627907,0.02631578947368421,0.07547169811320754,0.0,0.075,0.0,0.045454545454545456,full,8888,Adam,0.0001
200_Adam_0.0001_expert_select_seed_8887,,1711269634986,hparamsearch_train.py,3167,kabhishe,3.2524945946864725,2.1143704727203185,0.2609472870826721,3.2869168146046492,200,0.4382703900337219,0.26720285415649414,expert_select,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.046511627906976744,0.02631578947368421,0.07547169811320754,0.0,0.075,0.043478260869565216,0.045454545454545456,full,8887,Adam,0.0001
200_Adam_0.001_br_seed_8889,,1711266463937,hparamsearch_train.py,2224,kabhishe,6.283218622546786,2.052858165629557,0.058321479707956314,6.736193029504073,200,0.417686402797699,0.06970127671957016,br,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.1407098121085595,0.18627450980392157,0.1595238095238095,0.1348314606741573,0.13134328358208955,0.16580310880829016,0.07258064516129033,full,8889,Adam,0.001
200_Adam_0.001_br_seed_8888,,1711264236084,hparamsearch_train.py,2216,kabhishe,6.198818119966119,2.087671989755853,0.054054051637649536,6.583865427529998,200,0.41067057847976685,0.07112375646829605,br,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.15949895615866388,0.19607843137254902,0.19523809523809524,0.14606741573033707,0.1373134328358209,0.17357512953367876,0.16129032258064516,full,8888,Adam,0.001
200_Adam_0.001_br_seed_8887,,1711262013927,hparamsearch_train.py,2215,kabhishe,6.534060871618062,2.0594897613301324,0.0625889003276825,6.565918123399889,200,0.4211127460002899,0.07396870851516724,br,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.14864300626304802,0.14705882352941177,0.16904761904761906,0.12841091492776885,0.13880597014925372,0.17616580310880828,0.1532258064516129,full,8887,Adam,0.001
200_Adam_0.001_dermaamin_seed_8889,,1711259794439,hparamsearch_train.py,1163,kabhishe,12.652455173839222,0.5150954424101731,0.004545454401522875,12.678673380071467,200,0.8216091990470886,0.0181818176060915,dermaamin,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.05049765807962529,0.04921968787515006,0.04355039402737453,0.04923599320882852,0.0606826801517067,0.06852791878172589,0.07,full,8889,Adam,0.001
200_Adam_0.001_dermaamin_seed_8888,,1711258625616,hparamsearch_train.py,1160,kabhishe,12.157002084905452,0.5720950387538164,0.004545454401522875,12.780894071405584,200,0.795862078666687,0.027272727340459824,dermaamin,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.045813817330210775,0.04441776710684274,0.035255080879303194,0.04923599320882852,0.05309734513274336,0.06345177664974619,0.08,full,8888,Adam,0.001
200_Adam_0.001_dermaamin_seed_8887,,1711257460911,hparamsearch_train.py,1164,kabhishe,10.629601062427868,0.5488763763164651,0.004545454401522875,12.444179690967907,200,0.8059770464897156,0.0181818176060915,dermaamin,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.0471311475409836,0.05102040816326531,0.036499377851513894,0.04499151103565365,0.0493046776232617,0.07360406091370558,0.075,full,8887,Adam,0.001
200_Adam_0.001_a56_seed_8889,,1711256293034,hparamsearch_train.py,880,kabhishe,3.430776623428845,0.22984441920397752,0.2704917788505554,5.0276274446581235,200,0.9197860956192017,0.3360655605792999,a56,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.10633058090685209,0.06957087126137841,0.08218095614381667,0.11704180064308682,0.1853010164190774,,,full,8889,Adam,0.001
200_Adam_0.001_a56_seed_8888,,1711255408857,hparamsearch_train.py,883,kabhishe,4.660709107508425,0.23337106092728396,0.2704917788505554,4.944308562356918,200,0.9262032508850098,0.3196721076965332,a56,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.12212081703607128,0.07802340702210664,0.09838008692216516,0.13569131832797426,0.20562939796716184,,,full,8888,Adam,0.001
200_Adam_0.001_a56_seed_8887,,1711254521930,hparamsearch_train.py,880,kabhishe,3.420782980371694,0.23428186324828448,0.21311473846435547,5.031300654176806,200,0.9208556413650513,0.3196721076965332,a56,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.11169056931768796,0.08647594278283485,0.09284867641248519,0.11382636655948553,0.17670054730258014,,,full,8887,Adam,0.001
200_Adam_0.001_a34_seed_8889,,1711253637351,hparamsearch_train.py,1509,kabhishe,3.9555059548082023,1.2012818930805593,0.19363394379615784,4.5852883627307195,200,0.6482487916946411,0.2572944164276123,a34,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.14973821989528796,0.13066037735849056,0.14328358208955225,,,0.2266355140186916,0.1392757660167131,full,8889,Adam,0.001
200_Adam_0.001_a34_seed_8888,,1711252123816,hparamsearch_train.py,1506,kabhishe,4.370082547873338,1.175841045840351,0.22546418011188507,4.514843920497743,200,0.6518719792366028,0.26790449023246765,a34,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.1380703066566941,0.10943396226415095,0.13313432835820896,,,0.21378504672897197,0.17270194986072424,full,8888,Adam,0.001
200_Adam_0.001_a34_seed_8887,,1711250611178,hparamsearch_train.py,1512,kabhishe,4.06295841378938,1.2214999498376524,0.2201591432094574,4.482232361952885,200,0.6292270421981812,0.2652519941329956,a34,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.14899027673896784,0.1259433962264151,0.1382089552238806,,,0.24182242990654207,0.16434540389972144,full,8887,Adam,0.001
200_Adam_0.001_a12_seed_8889,,1711249095332,hparamsearch_train.py,1977,kabhishe,4.17393560799613,1.9136116649327652,0.16193655133247375,4.224788079874743,200,0.4586142301559448,0.20701168477535248,a12,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.12785842115728774,,,0.1592296852982621,0.11091018685955395,0.10285714285714286,0.08196721311475409,full,8889,Adam,0.001
200_Adam_0.001_a12_seed_8888,,1711247111866,hparamsearch_train.py,1980,kabhishe,4.198167956532142,1.9260539337043905,0.1803004890680313,4.296379203589412,200,0.4449438154697418,0.2003338783979416,a12,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.12328494730562736,,,0.14983560356975106,0.11030741410488246,0.10057142857142858,0.08196721311475409,full,8888,Adam,0.001
200_Adam_0.001_a12_seed_8887,,1711245127525,hparamsearch_train.py,1983,kabhishe,4.059242728954564,1.8810082832079256,0.20534223318099976,4.046359923924747,200,0.46048688888549805,0.2153589278459549,a12,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.128256114535693,,,0.15875998121183654,0.11392405063291139,0.10514285714285715,0.07103825136612021,full,8887,Adam,0.001
200_Adam_0.001_random_holdout_seed_8889,,1711243138295,hparamsearch_train.py,2721,kabhishe,3.5904212575716548,2.383149606830274,0.20193152129650116,3.736067649039184,200,0.36777427792549133,0.22300264239311218,random_holdout,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.19780701754385965,0.18859649122807018,0.18132611637347767,0.16744186046511628,0.25,0.2484472049689441,0.22077922077922077,full,8889,Adam,0.001
200_Adam_0.001_random_holdout_seed_8888,,1711240413284,hparamsearch_train.py,2717,kabhishe,3.6236369323060638,2.380254556303114,0.21334505081176758,3.6615190355269087,200,0.36877742409706116,0.2256365269422531,random_holdout,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.2026315789473684,0.17763157894736842,0.19485791610284167,0.19069767441860466,0.2247191011235955,0.2484472049689441,0.23376623376623376,full,8888,Adam,0.001
200_Adam_0.001_random_holdout_seed_8887,,1711237690487,hparamsearch_train.py,2723,kabhishe,3.662374626868016,2.2984957756592563,0.20017559826374054,3.732052476077461,200,0.38445138931274414,0.22914838790893555,random_holdout,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.2057017543859649,0.17543859649122806,0.17320703653585928,0.19767441860465115,0.2612359550561798,0.2732919254658385,0.2727272727272727,full,8887,Adam,0.001
200_Adam_0.001_expert_select_seed_8889,,1711234960821,hparamsearch_train.py,3167,kabhishe,3.526543379469148,2.578060008327719,0.20911528170108795,3.550740262884663,200,0.32713717222213745,0.23860590159893036,expert_select,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.046511627906976744,0.02631578947368421,0.07547169811320754,0.0,0.075,0.043478260869565216,0.045454545454545456,full,8889,Adam,0.001
200_Adam_0.001_expert_select_seed_8888,,1711231787295,hparamsearch_train.py,3166,kabhishe,3.545369249672843,2.524501183966756,0.2162645310163498,3.5243722842781535,200,0.33817097544670105,0.23503127694129944,expert_select,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.046511627906976744,0.02631578947368421,0.07547169811320754,0.0,0.1,0.0,0.045454545454545456,full,8888,Adam,0.001
200_Adam_0.001_expert_select_seed_8887,,1711228617485,hparamsearch_train.py,3173,kabhishe,3.5209323173127505,2.5546008252244348,0.21090258657932281,3.5857276741791453,200,0.3292246460914612,0.23860590159893036,expert_select,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.046511627906976744,0.05263157894736842,0.05660377358490566,0.02702702702702703,0.075,0.0,0.045454545454545456,full,8887,Adam,0.001
200_Adam_0.01_br_seed_8889,,1711225439784,hparamsearch_train.py,2220,kabhishe,4.676735460164706,4.067048456058512,0.029871977865695953,4.59587528424107,200,0.07048457860946655,0.04551920294761658,br,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.09436325678496868,0.1568627450980392,0.14285714285714285,0.06581059390048154,0.08358208955223881,0.08808290155440414,0.08870967741935484,full,8889,Adam,0.01
200_Adam_0.01_br_seed_8888,,1711223213742,hparamsearch_train.py,2219,kabhishe,4.634739526474628,4.070571062906781,0.035561878234148026,4.540654030497349,200,0.07374775409698486,0.05120910331606865,br,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.09686847599164927,0.19607843137254902,0.15714285714285714,0.07865168539325842,0.07164179104477612,0.08290155440414508,0.08870967741935484,full,8888,Adam,0.01
200_Adam_0.01_br_seed_8887,,1711220988350,hparamsearch_train.py,2219,kabhishe,4.608738682178481,4.067136154884342,0.02844950184226036,4.719641827248238,200,0.07081089913845062,0.04551920294761658,br,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.09352818371607516,0.18627450980392157,0.14047619047619048,0.06581059390048154,0.07761194029850746,0.09326424870466321,0.08064516129032258,full,8887,Adam,0.01
200_Adam_0.01_dermaamin_seed_8889,,1711218764869,hparamsearch_train.py,1174,kabhishe,8.625050388682972,2.6810917084792565,0.00909090880304575,7.454220598394221,200,0.31310343742370605,0.022727271541953087,dermaamin,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.04069086651053864,0.045018007202881155,0.03318125259228536,0.042444821731748725,0.045512010113780026,0.03553299492385787,0.045,full,8889,Adam,0.01
200_Adam_0.01_dermaamin_seed_8888,,1711217585513,hparamsearch_train.py,1167,kabhishe,8.537738245183771,2.698044735261764,0.013636363670229912,8.46536698774858,200,0.2993103563785553,0.027272727340459824,dermaamin,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.03820257611241218,0.04141656662665066,0.03815844048112816,0.03395585738539898,0.03034134007585335,0.04060913705583756,0.055,full,8888,Adam,0.01
200_Adam_0.01_dermaamin_seed_8887,,1711216414199,hparamsearch_train.py,1167,kabhishe,8.731229834123091,2.6358354397477775,0.00909090880304575,7.479276154258034,200,0.3222988545894623,0.022727271541953087,dermaamin,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.037324355971896955,0.03721488595438175,0.03442554956449606,0.04159592529711375,0.039190897597977246,0.027918781725888325,0.05,full,8887,Adam,0.01
200_Adam_0.01_a56_seed_8889,,1711215242962,hparamsearch_train.py,888,kabhishe,4.028898629985872,2.2161443373736214,0.1803278625011444,3.9076506114396894,200,0.3893048167228699,0.23770490288734436,a56,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.089236563812835,0.06241872561768531,0.07111813512445674,0.09453376205787781,0.15089913995308835,,,full,8889,Adam,0.01
200_Adam_0.01_a56_seed_8888,,1711214349098,hparamsearch_train.py,888,kabhishe,3.8177480541291784,2.1352479292109687,0.14754097163677216,3.8502351964106327,200,0.40427806973457336,0.24590162932872772,a56,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.08416630450528756,0.05786736020806242,0.07151323587514816,0.09389067524115756,0.12900703674745895,,,full,8888,Adam,0.01
200_Adam_0.01_a56_seed_8887,,1711213456864,hparamsearch_train.py,892,kabhishe,3.955487470157811,2.0539444744905686,0.2049180269241333,4.318034922490354,200,0.4267379641532898,0.2540983557701111,a56,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.09647979139504563,0.06631989596879063,0.08297115764519952,0.10932475884244373,0.14386239249413604,,,full,8887,Adam,0.01
200_Adam_0.01_a34_seed_8889,,1711212560488,hparamsearch_train.py,1530,kabhishe,4.128709295384131,4.062721291601946,0.06100795790553093,4.21113631579857,200,0.09480676054954529,0.08753315359354019,a34,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.10097232610321616,0.08490566037735849,0.10955223880597015,,,0.10981308411214953,0.0947075208913649,full,8889,Adam,0.01
200_Adam_0.01_a34_seed_8888,,1711211025713,hparamsearch_train.py,1537,kabhishe,4.1207734305283115,3.9865479768762264,0.07161803543567657,4.268947970645813,200,0.09118357300758362,0.10344827175140381,a34,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.09139865370231863,0.07452830188679245,0.09940298507462686,,,0.09813084112149532,0.10027855153203342,full,8888,Adam,0.01
200_Adam_0.01_a34_seed_8887,,1711209482220,hparamsearch_train.py,1530,kabhishe,4.272965507102581,4.058576438737952,0.06366047263145447,4.210165687834237,200,0.09269323199987411,0.09018567204475403,a34,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.0887060583395662,0.07830188679245283,0.09701492537313433,,,0.09228971962616822,0.06406685236768803,full,8887,Adam,0.01
200_Adam_0.01_a12_seed_8889,,1711207947931,hparamsearch_train.py,2000,kabhishe,4.146235176637296,4.150836574540156,0.09682804346084595,4.207459052138416,200,0.08408239483833313,0.10684473812580109,a12,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.0689998011533108,,,0.06951620479098168,0.07172995780590717,0.06742857142857143,0.05737704918032787,full,8889,Adam,0.01
200_Adam_0.01_a12_seed_8888,,1711205943576,hparamsearch_train.py,2000,kabhishe,4.126914897227725,4.199522708507066,0.09515859186649323,4.226073596234712,200,0.07996254414319992,0.10684473812580109,a12,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.0689998011533108,,,0.07186472522310944,0.0699216395418927,0.06285714285714286,0.06284153005464481,full,8888,Adam,0.01
200_Adam_0.01_a12_seed_8887,,1711203936924,hparamsearch_train.py,2001,kabhishe,4.134698717741417,4.176467514038086,0.09682804346084595,4.146217730686143,200,0.08370786905288696,0.11185308545827866,a12,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.06701133426128456,,,0.07468294974166276,0.07414104882459313,0.04342857142857143,0.04644808743169399,full,8887,Adam,0.01
200_Adam_0.01_random_holdout_seed_8889,,1711201931644,hparamsearch_train.py,2758,kabhishe,4.269363067985314,4.327826765771944,0.08252853900194168,4.28191992501819,200,0.07247648388147354,0.09043020755052567,random_holdout,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.08026315789473684,0.07456140350877193,0.09742895805142084,0.06976744186046512,0.05337078651685393,0.09316770186335403,0.07792207792207792,full,8889,Adam,0.01
200_Adam_0.01_random_holdout_seed_8888,,1711199168969,hparamsearch_train.py,2743,kabhishe,4.236948083638098,4.328417047482673,0.08077260851860046,4.288118453272818,200,0.07147335261106491,0.09833186864852905,random_holdout,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.08728070175438596,0.08114035087719298,0.10825439783491204,0.08372093023255814,0.056179775280898875,0.08695652173913043,0.05194805194805195,full,8888,Adam,0.01
200_Adam_0.01_random_holdout_seed_8887,,1711196419292,hparamsearch_train.py,2748,kabhishe,4.269926241974332,4.323414620426381,0.08340650051832199,4.233845625350725,200,0.0753604993224144,0.09218613058328629,random_holdout,./SimThresh_T_A2_T_0.99_0.70_FC_T_KeepOne_Out_T_OutThresh_None_0FST_F.csv,0.09298245614035087,0.08114035087719298,0.10960757780784844,0.08372093023255814,0.08146067415730338,0.09316770186335403,0.05194805194805195,full,8887,Adam,0.01
