filepath,filename,diag,fst,partition,md5hash,fitzpatrick,label,nine_partition_label,three_partition_label,qc,url,url_alphanum,orig_img_name,new_img_name
ac-vu_335/ac-vu_f4_321_3d4d0c73.jpg,ac-vu_f4_321_3d4d0c73,ac-vu,4,train,3d4d0c73ac1ac6178f9d78d1acff3a58,4,acne vulgaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris326.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris326jpg.jpg,3d4d0c73ac1ac6178f9d78d1acff3a58.jpg,ac-vu_f4_321_3d4d0c73.jpg
er-no_81/er-no_f1_59_f891d36e.jpg,er-no_f1_59_f891d36e,er-no,1,train,f891d36e3eaf929bac7c54c502ae8996,1,erythema nodosum,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erythema-nodosum/erythema-nodosum59.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemanodosumerythemanodosum59jpg.jpg,f891d36e3eaf929bac7c54c502ae8996.jpg,er-no_f1_59_f891d36e.jpg
ke-pi_78/ke-pi_f1_32_bc5693a9.jpg,ke-pi_f1_32_bc5693a9,ke-pi,1,train,bc5693a9fb24003c216ccc1e2a8ab88d,1,keratosis pilaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/k/keratosis-pilaris/keratosis-pilaris38.jpg,httpwwwdermaamincomsiteimagesclinicalpickkeratosispilariskeratosispilaris38jpg.jpg,bc5693a9fb24003c216ccc1e2a8ab88d.jpg,ke-pi_f1_32_bc5693a9.jpg
pa_59/pa_f2_12_10111927.jpg,pa_f2_12_10111927,pa,2,train,10111927a1844cd2f84fdd272b4a940f,2,paronychia,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/paronychia/paronychia22.jpg,httpwwwdermaamincomsiteimagesclinicalpicpparonychiaparonychia22jpg.jpg,10111927a1844cd2f84fdd272b4a940f.jpg,pa_f2_12_10111927.jpg
ap-cu_72/ap-cu_f4_61_205facb0.jpg,ap-cu_f4_61_205facb0,ap-cu,4,train,205facb06ee1594edadafa32618570b8,4,aplasia cutis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=404,httpwwwatlasdermatologicocombrimgimageId404.jpg,205facb06ee1594edadafa32618570b8.jpg,ap-cu_f4_61_205facb0.jpg
ac-ke_175/ac-ke_f2_144_6d8103fe.jpg,ac-ke_f2_144_6d8103fe,ac-ke,2,train,6d8103fe00a1d3d5eccdc9ca1c82bf63,2,actinic keratosis,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses92.jpg,httpwwwdermaamincomsiteimagesclinicalpicaactinickeratosesactinickeratoses92jpg.jpg,6d8103fe00a1d3d5eccdc9ca1c82bf63.jpg,ac-ke_f2_144_6d8103fe.jpg
er-mu_236/er-mu_f4_43_c3d23de0.jpg,er-mu_f4_43_c3d23de0,er-mu,4,train,c3d23de03f0f486c3ab83ce5ae9a86eb,4,erythema multiforme,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme166.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemamultiformeerythemamultiforme166jpg.jpg,c3d23de03f0f486c3ab83ce5ae9a86eb.jpg,er-mu_f4_43_c3d23de0.jpg
nede_69/nede_f2_30_ec3f6eab.jpg,nede_f2_30_ec3f6eab,nede,2,train,ec3f6eab2002e8c0bf8de7fa040d93e9,2,neurodermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/b/berloque_dermatitis/berloque_dermatitis7.jpg,httpwwwdermaamincomsiteimagesclinicalpicbberloquedermatitisberloquedermatitis7jpg.jpg,ec3f6eab2002e8c0bf8de7fa040d93e9.jpg,nede_f2_30_ec3f6eab.jpg
ec_204/ec_f2_181_e18054ad.jpg,ec_f2_181_e18054ad,ec,2,train,e18054ad4508a718dfddbd102a74a135,2,eczema,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/eczema_atopic/eczema_atopic52.jpg,httpwwwdermaamincomsiteimagesclinicalpiceeczemaatopiceczemaatopic52jpg.jpg,e18054ad4508a718dfddbd102a74a135.jpg,ec_f2_181_e18054ad.jpg
st-jo-sy_113/st-jo-sy_f2_1_54fffe82.jpg,st-jo-sy_f2_1_54fffe82,st-jo-sy,2,train,54fffe82436fdaa76bde19239f9c0198,2,stevens johnson syndrome,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/stephen-johnson-syndrome/stephen-johnson-syndrome13.jpg,httpwwwdermaamincomsiteimagesclinicalpicsstephenjohnsonsyndromestephenjohnsonsyndrome13jpg.jpg,54fffe82436fdaa76bde19239f9c0198.jpg,st-jo-sy_f2_1_54fffe82.jpg
pa_59/pa_f2_19_8432b662.jpg,pa_f2_19_8432b662,pa,2,train,8432b66282b1e0c019fe70a83cd85a0e,2,paronychia,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/paronychia/paronychia25.jpg,httpwwwdermaamincomsiteimagesclinicalpicpparonychiaparonychia25jpg.jpg,8432b66282b1e0c019fe70a83cd85a0e.jpg,pa_f2_19_8432b662.jpg
li-pl_491/li-pl_f4_249_494b2c11.jpg,li-pl_f4_249_494b2c11,li-pl,4,train,494b2c118feda18a9011fcc21311ec9d,4,lichen planus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus_actinic/lichen_planus_actinic20.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichenplanusactiniclichenplanusactinic20jpg.jpg,494b2c118feda18a9011fcc21311ec9d.jpg,li-pl_f4_249_494b2c11.jpg
al-co-de_430/al-co-de_f2_90_d8531762.jpg,al-co-de_f2_90_d8531762,al-co-de,2,train,d853176280914c58c27c65753f607223,2,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/I/irritant-contact-dermatitis/irritant-contact-dermatitis8.jpg,httpwwwdermaamincomsiteimagesclinicalpicIirritantcontactdermatitisirritantcontactdermatitis8jpg.jpg,d853176280914c58c27c65753f607223.jpg,al-co-de_f2_90_d8531762.jpg
scab_339/scab_f2_24_5f3ee700.jpg,scab_f2_24_5f3ee700,scab,2,train,5f3ee7000c9b0c978b76bb4ae86da42b,2,scabies,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/scabies/scabies95.jpg,httpwwwdermaamincomsiteimagesclinicalpicsscabiesscabies95jpg.jpg,5f3ee7000c9b0c978b76bb4ae86da42b.jpg,scab_f2_24_5f3ee700.jpg
se-ke_69/se-ke_f1_36_51b54208.jpg,se-ke_f1_36_51b54208,se-ke,1,train,51b542089596a4d122839b333b656871,1,seborrheic keratosis,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/s/seborrheic-keratoses/seborrheic-keratoses30.jpg,httpwwwdermaamincomsiteimagesclinicalpicsseborrheickeratosesseborrheickeratoses30jpg.jpg,51b542089596a4d122839b333b656871.jpg,se-ke_f1_36_51b54208.jpg
my-fu_182/my-fu_f6_31_6729f41b.jpg,my-fu_f6_31_6729f41b,my-fu,6,train,6729f41b841e60ac27d662961c5ef703,6,mycosis fungoides,malignant cutaneous lymphoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/m/mycosis-fongoide/mycosis-fongoide39.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmycosisfongoidemycosisfongoide39jpg.jpg,6729f41b841e60ac27d662961c5ef703.jpg,my-fu_f6_31_6729f41b.jpg
ka-sa_156/ka-sa_f0_94_dfe9c780.jpg,ka-sa_f0_94_dfe9c780,ka-sa,0,train,dfe9c7803470268beb725d483ba359d5,-1,kaposi sarcoma,malignant dermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/k/kaposis-sarcoma/kaposis-sarcoma56.jpg,httpwwwdermaamincomsiteimagesclinicalpickkaposissarcomakaposissarcoma56jpg.jpg,dfe9c7803470268beb725d483ba359d5.jpg,ka-sa_f0_94_dfe9c780.jpg
dr-er_200/dr-er_f2_124_f8b62b50.jpg,dr-er_f2_124_f8b62b50,dr-er,2,train,f8b62b506062b09327f9b111263d3597,2,drug eruption,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption35.jpg,httpwwwdermaamincomsiteimagesclinicalpicddrugeruptiondrugeruption35jpg.jpg,f8b62b506062b09327f9b111263d3597.jpg,dr-er_f2_124_f8b62b50.jpg
ka-sa_156/ka-sa_f2_42_442286d7.jpg,ka-sa_f2_42_442286d7,ka-sa,2,train,442286d7bcb57c1d39b134f12a181184,2,kaposi sarcoma,malignant dermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/k/kaposis-sarcoma/kaposis-sarcoma96.jpg,httpwwwdermaamincomsiteimagesclinicalpickkaposissarcomakaposissarcoma96jpg.jpg,442286d7bcb57c1d39b134f12a181184.jpg,ka-sa_f2_42_442286d7.jpg
be-di_63/be-di_f5_47_1ea3c13c.jpg,be-di_f5_47_1ea3c13c,be-di,5,train,1ea3c13c67345a75d5736c5e0a552556,5,behcets disease,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=771,httpwwwatlasdermatologicocombrimgimageId771.jpg,1ea3c13c67345a75d5736c5e0a552556.jpg,be-di_f5_47_1ea3c13c.jpg
ac-ke_175/ac-ke_f3_54_fe433666.jpg,ac-ke_f3_54_fe433666,ac-ke,3,train,fe43366689261c8ccaff1e1ca87ddc05,3,actinic keratosis,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses123.jpg,httpwwwdermaamincomsiteimagesclinicalpicaactinickeratosesactinickeratoses123jpg.jpg,fe43366689261c8ccaff1e1ca87ddc05.jpg,ac-ke_f3_54_fe433666.jpg
ba-ce-ca-mo_62/ba-ce-ca-mo_f1_29_eafb972a.jpg,ba-ce-ca-mo_f1_29_eafb972a,ba-ce-ca-mo,1,train,eafb972a77674171d9bc9d3f5e34b14f,1,basal cell carcinoma morpheiform,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma_morpheiform/basal_cell_carcinoma_morpheiform36.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbasalcellcarcinomamorpheiformbasalcellcarcinomamorpheiform36jpg.jpg,eafb972a77674171d9bc9d3f5e34b14f.jpg,ba-ce-ca-mo_f1_29_eafb972a.jpg
